Glucose (mM),Ammonium (mM),Growth rate (per hour) bootstrap 1,Growth rate (per hour) bootstrap 2,Growth rate (per hour) bootstrap 3,Growth rate (per hour) bootstrap 4,Growth rate (per hour) bootstrap 5,Growth rate (per hour) bootstrap 6,Growth rate (per hour) bootstrap 7,Growth rate (per hour) bootstrap 8,Growth rate (per hour) bootstrap 9,Growth rate (per hour) bootstrap 10,Growth rate (per hour) bootstrap 11,Growth rate (per hour) bootstrap 12,Growth rate (per hour) bootstrap 13,Growth rate (per hour) bootstrap 14,Growth rate (per hour) bootstrap 15,Growth rate (per hour) bootstrap 16,Growth rate (per hour) bootstrap 17,Growth rate (per hour) bootstrap 18,Growth rate (per hour) bootstrap 19,Growth rate (per hour) bootstrap 20,Growth rate (per hour) bootstrap 21,Growth rate (per hour) bootstrap 22,Growth rate (per hour) bootstrap 23,Growth rate (per hour) bootstrap 24,Growth rate (per hour) bootstrap 25,Growth rate (per hour) bootstrap 26,Growth rate (per hour) bootstrap 27,Growth rate (per hour) bootstrap 28,Growth rate (per hour) bootstrap 29,Growth rate (per hour) bootstrap 30,Growth rate (per hour) bootstrap 31,Growth rate (per hour) bootstrap 32,Growth rate (per hour) bootstrap 33,Growth rate (per hour) bootstrap 34,Growth rate (per hour) bootstrap 35,Growth rate (per hour) bootstrap 36,Growth rate (per hour) bootstrap 37,Growth rate (per hour) bootstrap 38,Growth rate (per hour) bootstrap 39,Growth rate (per hour) bootstrap 40,Growth rate (per hour) bootstrap 41,Growth rate (per hour) bootstrap 42,Growth rate (per hour) bootstrap 43,Growth rate (per hour) bootstrap 44,Growth rate (per hour) bootstrap 45,Growth rate (per hour) bootstrap 46,Growth rate (per hour) bootstrap 47,Growth rate (per hour) bootstrap 48,Growth rate (per hour) bootstrap 49,Growth rate (per hour) bootstrap 50,Growth rate (per hour) bootstrap 51,Growth rate (per hour) bootstrap 52,Growth rate (per hour) bootstrap 53,Growth rate (per hour) bootstrap 54,Growth rate (per hour) bootstrap 55,Growth rate (per hour) bootstrap 56,Growth rate (per hour) bootstrap 57,Growth rate (per hour) bootstrap 58,Growth rate (per hour) bootstrap 59,Growth rate (per hour) bootstrap 60,Growth rate (per hour) bootstrap 61,Growth rate (per hour) bootstrap 62,Growth rate (per hour) bootstrap 63,Growth rate (per hour) bootstrap 64,Growth rate (per hour) bootstrap 65,Growth rate (per hour) bootstrap 66,Growth rate (per hour) bootstrap 67,Growth rate (per hour) bootstrap 68,Growth rate (per hour) bootstrap 69,Growth rate (per hour) bootstrap 70,Growth rate (per hour) bootstrap 71,Growth rate (per hour) bootstrap 72,Growth rate (per hour) bootstrap 73,Growth rate (per hour) bootstrap 74,Growth rate (per hour) bootstrap 75,Growth rate (per hour) bootstrap 76,Growth rate (per hour) bootstrap 77,Growth rate (per hour) bootstrap 78,Growth rate (per hour) bootstrap 79,Growth rate (per hour) bootstrap 80,Growth rate (per hour) bootstrap 81,Growth rate (per hour) bootstrap 82,Growth rate (per hour) bootstrap 83,Growth rate (per hour) bootstrap 84,Growth rate (per hour) bootstrap 85,Growth rate (per hour) bootstrap 86,Growth rate (per hour) bootstrap 87,Growth rate (per hour) bootstrap 88,Growth rate (per hour) bootstrap 89,Growth rate (per hour) bootstrap 90,Growth rate (per hour) bootstrap 91,Growth rate (per hour) bootstrap 92,Growth rate (per hour) bootstrap 93,Growth rate (per hour) bootstrap 94,Growth rate (per hour) bootstrap 95,Growth rate (per hour) bootstrap 96,Growth rate (per hour) bootstrap 97,Growth rate (per hour) bootstrap 98,Growth rate (per hour) bootstrap 99,Growth rate (per hour) bootstrap 100
0.25,0.03,0.534256912590266,0.52590422349538,0.566925565420113,0.534256912590266,0.566925565420113,0.566925565420113,0.52590422349538,0.534256912590266,0.534256912590266,0.534256912590266,0.52590422349538,0.566925565420113,0.534256912590266,0.566925565420113,0.52590422349538,0.566925565420113,0.566925565420113,0.52590422349538,0.566925565420113,0.534256912590266,0.534256912590266,0.52590422349538,0.534256912590266,0.534256912590266,0.52590422349538,0.52590422349538,0.534256912590266,0.566925565420113,0.52590422349538,0.534256912590266,0.52590422349538,0.52590422349538,0.566925565420113,0.534256912590266,0.534256912590266,0.52590422349538,0.534256912590266,0.52590422349538,0.566925565420113,0.566925565420113,0.534256912590266,0.534256912590266,0.534256912590266,0.566925565420113,0.566925565420113,0.534256912590266,0.566925565420113,0.566925565420113,0.566925565420113,0.566925565420113,0.566925565420113,0.566925565420113,0.52590422349538,0.566925565420113,0.52590422349538,0.566925565420113,0.534256912590266,0.566925565420113,0.566925565420113,0.52590422349538,0.52590422349538,0.52590422349538,0.52590422349538,0.534256912590266,0.534256912590266,0.534256912590266,0.52590422349538,0.52590422349538,0.534256912590266,0.534256912590266,0.566925565420113,0.52590422349538,0.52590422349538,0.52590422349538,0.534256912590266,0.534256912590266,0.52590422349538,0.52590422349538,0.534256912590266,0.52590422349538,0.52590422349538,0.566925565420113,0.566925565420113,0.534256912590266,0.566925565420113,0.566925565420113,0.52590422349538,0.566925565420113,0.534256912590266,0.566925565420113,0.534256912590266,0.52590422349538,0.566925565420113,0.52590422349538,0.52590422349538,0.52590422349538,0.566925565420113,0.534256912590266,0.534256912590266,0.534256912590266
0.5,0.03,0.542814000673338,0.589068192913021,0.589068192913021,0.573488099629141,0.542814000673338,0.589068192913021,0.589068192913021,0.589068192913021,0.542814000673338,0.589068192913021,0.589068192913021,0.573488099629141,0.573488099629141,0.542814000673338,0.542814000673338,0.542814000673338,0.542814000673338,0.589068192913021,0.589068192913021,0.573488099629141,0.589068192913021,0.542814000673338,0.542814000673338,0.542814000673338,0.589068192913021,0.573488099629141,0.589068192913021,0.542814000673338,0.589068192913021,0.589068192913021,0.589068192913021,0.589068192913021,0.589068192913021,0.542814000673338,0.542814000673338,0.542814000673338,0.542814000673338,0.542814000673338,0.589068192913021,0.542814000673338,0.573488099629141,0.573488099629141,0.542814000673338,0.542814000673338,0.573488099629141,0.573488099629141,0.573488099629141,0.542814000673338,0.542814000673338,0.573488099629141,0.589068192913021,0.542814000673338,0.573488099629141,0.573488099629141,0.589068192913021,0.573488099629141,0.542814000673338,0.573488099629141,0.542814000673338,0.589068192913021,0.589068192913021,0.542814000673338,0.542814000673338,0.573488099629141,0.542814000673338,0.589068192913021,0.573488099629141,0.542814000673338,0.589068192913021,0.573488099629141,0.573488099629141,0.589068192913021,0.573488099629141,0.589068192913021,0.573488099629141,0.573488099629141,0.589068192913021,0.573488099629141,0.542814000673338,0.573488099629141,0.542814000673338,0.589068192913021,0.573488099629141,0.589068192913021,0.542814000673338,0.542814000673338,0.573488099629141,0.589068192913021,0.542814000673338,0.573488099629141,0.589068192913021,0.542814000673338,0.573488099629141,0.573488099629141,0.573488099629141,0.573488099629141,0.589068192913021,0.589068192913021,0.542814000673338,0.573488099629141
1.0,0.03,0.595781978132782,0.549077295533656,0.529474466073308,0.549077295533656,0.595781978132782,0.595781978132782,0.549077295533656,0.595781978132782,0.549077295533656,0.549077295533656,0.529474466073308,0.595781978132782,0.549077295533656,0.529474466073308,0.529474466073308,0.549077295533656,0.529474466073308,0.595781978132782,0.529474466073308,0.549077295533656,0.529474466073308,0.595781978132782,0.529474466073308,0.595781978132782,0.549077295533656,0.595781978132782,0.549077295533656,0.549077295533656,0.549077295533656,0.529474466073308,0.595781978132782,0.549077295533656,0.529474466073308,0.549077295533656,0.595781978132782,0.549077295533656,0.595781978132782,0.529474466073308,0.549077295533656,0.529474466073308,0.595781978132782,0.529474466073308,0.529474466073308,0.595781978132782,0.595781978132782,0.549077295533656,0.549077295533656,0.529474466073308,0.595781978132782,0.595781978132782,0.529474466073308,0.529474466073308,0.595781978132782,0.549077295533656,0.549077295533656,0.549077295533656,0.595781978132782,0.529474466073308,0.549077295533656,0.595781978132782,0.549077295533656,0.595781978132782,0.549077295533656,0.595781978132782,0.595781978132782,0.595781978132782,0.595781978132782,0.549077295533656,0.595781978132782,0.549077295533656,0.549077295533656,0.549077295533656,0.549077295533656,0.549077295533656,0.529474466073308,0.595781978132782,0.595781978132782,0.529474466073308,0.549077295533656,0.529474466073308,0.595781978132782,0.549077295533656,0.549077295533656,0.595781978132782,0.549077295533656,0.549077295533656,0.549077295533656,0.529474466073308,0.595781978132782,0.549077295533656,0.595781978132782,0.549077295533656,0.549077295533656,0.549077295533656,0.549077295533656,0.595781978132782,0.549077295533656,0.549077295533656,0.529474466073308,0.595781978132782
2.0,0.03,0.549861720714747,0.554582490384017,0.554582490384017,0.554582490384017,0.567321534927554,0.567321534927554,0.549861720714747,0.549861720714747,0.554582490384017,0.549861720714747,0.567321534927554,0.549861720714747,0.554582490384017,0.549861720714747,0.567321534927554,0.554582490384017,0.567321534927554,0.567321534927554,0.554582490384017,0.554582490384017,0.554582490384017,0.554582490384017,0.554582490384017,0.567321534927554,0.554582490384017,0.567321534927554,0.549861720714747,0.554582490384017,0.554582490384017,0.567321534927554,0.567321534927554,0.567321534927554,0.554582490384017,0.567321534927554,0.567321534927554,0.554582490384017,0.567321534927554,0.567321534927554,0.549861720714747,0.567321534927554,0.549861720714747,0.567321534927554,0.554582490384017,0.554582490384017,0.549861720714747,0.554582490384017,0.567321534927554,0.567321534927554,0.567321534927554,0.554582490384017,0.549861720714747,0.549861720714747,0.567321534927554,0.567321534927554,0.549861720714747,0.567321534927554,0.567321534927554,0.549861720714747,0.549861720714747,0.549861720714747,0.549861720714747,0.567321534927554,0.554582490384017,0.554582490384017,0.554582490384017,0.554582490384017,0.549861720714747,0.549861720714747,0.549861720714747,0.549861720714747,0.554582490384017,0.549861720714747,0.567321534927554,0.554582490384017,0.554582490384017,0.554582490384017,0.567321534927554,0.567321534927554,0.567321534927554,0.567321534927554,0.554582490384017,0.549861720714747,0.567321534927554,0.567321534927554,0.549861720714747,0.554582490384017,0.567321534927554,0.567321534927554,0.554582490384017,0.554582490384017,0.554582490384017,0.567321534927554,0.567321534927554,0.554582490384017,0.549861720714747,0.554582490384017,0.549861720714747,0.554582490384017,0.549861720714747,0.549861720714747
0.0,0.05,0.262475801491965,0.323876359813008,0.301069742604141,0.262475801491965,0.323876359813008,0.262475801491965,0.301069742604141,0.323876359813008,0.262475801491965,0.323876359813008,0.323876359813008,0.301069742604141,0.323876359813008,0.323876359813008,0.323876359813008,0.323876359813008,0.301069742604141,0.301069742604141,0.301069742604141,0.301069742604141,0.323876359813008,0.262475801491965,0.323876359813008,0.301069742604141,0.262475801491965,0.323876359813008,0.262475801491965,0.262475801491965,0.301069742604141,0.301069742604141,0.262475801491965,0.301069742604141,0.301069742604141,0.301069742604141,0.262475801491965,0.301069742604141,0.262475801491965,0.301069742604141,0.301069742604141,0.262475801491965,0.323876359813008,0.301069742604141,0.262475801491965,0.301069742604141,0.323876359813008,0.301069742604141,0.323876359813008,0.301069742604141,0.301069742604141,0.301069742604141,0.262475801491965,0.301069742604141,0.262475801491965,0.301069742604141,0.323876359813008,0.323876359813008,0.262475801491965,0.323876359813008,0.323876359813008,0.301069742604141,0.262475801491965,0.262475801491965,0.262475801491965,0.262475801491965,0.262475801491965,0.323876359813008,0.301069742604141,0.262475801491965,0.323876359813008,0.323876359813008,0.323876359813008,0.301069742604141,0.262475801491965,0.301069742604141,0.301069742604141,0.262475801491965,0.262475801491965,0.262475801491965,0.262475801491965,0.301069742604141,0.323876359813008,0.262475801491965,0.301069742604141,0.323876359813008,0.262475801491965,0.323876359813008,0.323876359813008,0.262475801491965,0.301069742604141,0.301069742604141,0.262475801491965,0.301069742604141,0.301069742604141,0.262475801491965,0.323876359813008,0.323876359813008,0.323876359813008,0.262475801491965,0.301069742604141,0.262475801491965
0.005,0.05,0.314658690152345,0.314658690152345,0.322979080266618,0.312997534499489,0.312997534499489,0.314658690152345,0.322979080266618,0.314658690152345,0.312997534499489,0.312997534499489,0.314658690152345,0.312997534499489,0.322979080266618,0.312997534499489,0.322979080266618,0.322979080266618,0.314658690152345,0.322979080266618,0.322979080266618,0.314658690152345,0.314658690152345,0.314658690152345,0.322979080266618,0.312997534499489,0.312997534499489,0.322979080266618,0.312997534499489,0.314658690152345,0.322979080266618,0.314658690152345,0.322979080266618,0.322979080266618,0.314658690152345,0.312997534499489,0.314658690152345,0.322979080266618,0.322979080266618,0.314658690152345,0.312997534499489,0.314658690152345,0.314658690152345,0.322979080266618,0.312997534499489,0.322979080266618,0.314658690152345,0.312997534499489,0.322979080266618,0.312997534499489,0.312997534499489,0.312997534499489,0.314658690152345,0.314658690152345,0.322979080266618,0.314658690152345,0.314658690152345,0.314658690152345,0.314658690152345,0.314658690152345,0.312997534499489,0.312997534499489,0.314658690152345,0.314658690152345,0.312997534499489,0.312997534499489,0.314658690152345,0.322979080266618,0.312997534499489,0.312997534499489,0.312997534499489,0.314658690152345,0.314658690152345,0.314658690152345,0.314658690152345,0.314658690152345,0.322979080266618,0.312997534499489,0.322979080266618,0.312997534499489,0.312997534499489,0.314658690152345,0.314658690152345,0.322979080266618,0.312997534499489,0.322979080266618,0.322979080266618,0.312997534499489,0.314658690152345,0.312997534499489,0.312997534499489,0.322979080266618,0.312997534499489,0.322979080266618,0.322979080266618,0.322979080266618,0.322979080266618,0.322979080266618,0.322979080266618,0.322979080266618,0.314658690152345,0.314658690152345
0.01,0.05,0.367601643439092,0.367601643439092,0.333733525176326,0.367601643439092,0.367601643439092,0.367601643439092,0.304807978849174,0.333733525176326,0.367601643439092,0.333733525176326,0.333733525176326,0.367601643439092,0.333733525176326,0.304807978849174,0.367601643439092,0.333733525176326,0.333733525176326,0.304807978849174,0.304807978849174,0.304807978849174,0.333733525176326,0.367601643439092,0.367601643439092,0.304807978849174,0.304807978849174,0.333733525176326,0.367601643439092,0.367601643439092,0.367601643439092,0.367601643439092,0.367601643439092,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.367601643439092,0.304807978849174,0.367601643439092,0.333733525176326,0.333733525176326,0.333733525176326,0.304807978849174,0.333733525176326,0.367601643439092,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.367601643439092,0.304807978849174,0.333733525176326,0.367601643439092,0.304807978849174,0.333733525176326,0.304807978849174,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.367601643439092,0.367601643439092,0.367601643439092,0.304807978849174,0.367601643439092,0.367601643439092,0.333733525176326,0.304807978849174,0.304807978849174,0.367601643439092,0.367601643439092,0.304807978849174,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.333733525176326,0.304807978849174,0.367601643439092,0.333733525176326,0.367601643439092,0.333733525176326,0.367601643439092,0.304807978849174,0.367601643439092,0.333733525176326,0.333733525176326,0.333733525176326
0.025,0.05,0.431196986865858,0.377707746917107,0.431196986865858,0.431196986865858,0.377707746917107,0.376746990253564,0.377707746917107,0.377707746917107,0.376746990253564,0.431196986865858,0.376746990253564,0.377707746917107,0.376746990253564,0.431196986865858,0.376746990253564,0.376746990253564,0.376746990253564,0.431196986865858,0.376746990253564,0.376746990253564,0.376746990253564,0.376746990253564,0.376746990253564,0.377707746917107,0.377707746917107,0.431196986865858,0.377707746917107,0.376746990253564,0.376746990253564,0.377707746917107,0.376746990253564,0.377707746917107,0.431196986865858,0.431196986865858,0.431196986865858,0.431196986865858,0.376746990253564,0.431196986865858,0.377707746917107,0.376746990253564,0.376746990253564,0.376746990253564,0.377707746917107,0.431196986865858,0.376746990253564,0.376746990253564,0.376746990253564,0.376746990253564,0.431196986865858,0.377707746917107,0.431196986865858,0.376746990253564,0.377707746917107,0.376746990253564,0.431196986865858,0.431196986865858,0.376746990253564,0.377707746917107,0.377707746917107,0.431196986865858,0.376746990253564,0.376746990253564,0.431196986865858,0.377707746917107,0.376746990253564,0.431196986865858,0.377707746917107,0.431196986865858,0.431196986865858,0.431196986865858,0.376746990253564,0.377707746917107,0.376746990253564,0.431196986865858,0.376746990253564,0.376746990253564,0.376746990253564,0.431196986865858,0.431196986865858,0.431196986865858,0.431196986865858,0.376746990253564,0.376746990253564,0.431196986865858,0.376746990253564,0.431196986865858,0.377707746917107,0.377707746917107,0.376746990253564,0.377707746917107,0.376746990253564,0.376746990253564,0.431196986865858,0.431196986865858,0.377707746917107,0.377707746917107,0.376746990253564,0.376746990253564,0.376746990253564,0.377707746917107
0.05,0.05,0.418588388676594,0.418588388676594,0.418588388676594,0.418588388676594,0.417063581029684,0.406045675143398,0.417063581029684,0.417063581029684,0.406045675143398,0.418588388676594,0.418588388676594,0.418588388676594,0.418588388676594,0.418588388676594,0.418588388676594,0.406045675143398,0.417063581029684,0.417063581029684,0.418588388676594,0.417063581029684,0.406045675143398,0.417063581029684,0.417063581029684,0.406045675143398,0.406045675143398,0.406045675143398,0.417063581029684,0.417063581029684,0.417063581029684,0.417063581029684,0.418588388676594,0.406045675143398,0.417063581029684,0.417063581029684,0.418588388676594,0.418588388676594,0.417063581029684,0.417063581029684,0.418588388676594,0.418588388676594,0.417063581029684,0.406045675143398,0.417063581029684,0.406045675143398,0.418588388676594,0.418588388676594,0.417063581029684,0.406045675143398,0.417063581029684,0.417063581029684,0.418588388676594,0.418588388676594,0.417063581029684,0.418588388676594,0.406045675143398,0.406045675143398,0.417063581029684,0.417063581029684,0.418588388676594,0.406045675143398,0.417063581029684,0.417063581029684,0.417063581029684,0.406045675143398,0.406045675143398,0.406045675143398,0.417063581029684,0.417063581029684,0.418588388676594,0.417063581029684,0.406045675143398,0.418588388676594,0.417063581029684,0.418588388676594,0.406045675143398,0.417063581029684,0.418588388676594,0.417063581029684,0.417063581029684,0.418588388676594,0.418588388676594,0.417063581029684,0.418588388676594,0.417063581029684,0.417063581029684,0.417063581029684,0.418588388676594,0.406045675143398,0.417063581029684,0.406045675143398,0.406045675143398,0.406045675143398,0.406045675143398,0.418588388676594,0.406045675143398,0.406045675143398,0.406045675143398,0.417063581029684,0.417063581029684,0.406045675143398
0.15,0.05,0.532724681475303,0.568744859715448,0.568744859715448,0.568744859715448,0.568744859715448,0.532724681475303,0.568744859715448,0.568744859715448,0.532724681475303,0.532724681475303,0.532724681475303,0.532724681475303,0.532724681475303,0.568744859715448,0.568744859715448,0.532724681475303,0.532724681475303,0.525994843141236,0.532724681475303,0.525994843141236,0.568744859715448,0.532724681475303,0.525994843141236,0.525994843141236,0.525994843141236,0.525994843141236,0.532724681475303,0.532724681475303,0.532724681475303,0.568744859715448,0.532724681475303,0.525994843141236,0.568744859715448,0.532724681475303,0.525994843141236,0.525994843141236,0.532724681475303,0.532724681475303,0.568744859715448,0.568744859715448,0.568744859715448,0.568744859715448,0.532724681475303,0.525994843141236,0.532724681475303,0.568744859715448,0.525994843141236,0.532724681475303,0.525994843141236,0.568744859715448,0.568744859715448,0.532724681475303,0.525994843141236,0.532724681475303,0.525994843141236,0.568744859715448,0.525994843141236,0.532724681475303,0.532724681475303,0.525994843141236,0.525994843141236,0.568744859715448,0.568744859715448,0.525994843141236,0.532724681475303,0.525994843141236,0.532724681475303,0.525994843141236,0.568744859715448,0.525994843141236,0.525994843141236,0.525994843141236,0.568744859715448,0.532724681475303,0.532724681475303,0.532724681475303,0.525994843141236,0.568744859715448,0.525994843141236,0.568744859715448,0.568744859715448,0.525994843141236,0.532724681475303,0.525994843141236,0.568744859715448,0.568744859715448,0.532724681475303,0.568744859715448,0.525994843141236,0.568744859715448,0.532724681475303,0.525994843141236,0.525994843141236,0.568744859715448,0.525994843141236,0.568744859715448,0.532724681475303,0.532724681475303,0.532724681475303,0.525994843141236
0.25,0.05,0.577785968980216,0.545161094768286,0.545161094768286,0.577785968980216,0.550984733920192,0.550984733920192,0.550984733920192,0.577785968980216,0.550984733920192,0.545161094768286,0.550984733920192,0.550984733920192,0.545161094768286,0.550984733920192,0.550984733920192,0.577785968980216,0.577785968980216,0.577785968980216,0.577785968980216,0.577785968980216,0.545161094768286,0.545161094768286,0.577785968980216,0.545161094768286,0.550984733920192,0.577785968980216,0.550984733920192,0.545161094768286,0.577785968980216,0.545161094768286,0.550984733920192,0.545161094768286,0.545161094768286,0.545161094768286,0.550984733920192,0.545161094768286,0.577785968980216,0.577785968980216,0.550984733920192,0.545161094768286,0.550984733920192,0.550984733920192,0.545161094768286,0.545161094768286,0.550984733920192,0.577785968980216,0.577785968980216,0.577785968980216,0.550984733920192,0.577785968980216,0.545161094768286,0.577785968980216,0.577785968980216,0.550984733920192,0.577785968980216,0.550984733920192,0.550984733920192,0.577785968980216,0.550984733920192,0.577785968980216,0.550984733920192,0.545161094768286,0.545161094768286,0.577785968980216,0.577785968980216,0.577785968980216,0.577785968980216,0.545161094768286,0.550984733920192,0.577785968980216,0.545161094768286,0.577785968980216,0.577785968980216,0.545161094768286,0.545161094768286,0.545161094768286,0.550984733920192,0.550984733920192,0.545161094768286,0.545161094768286,0.545161094768286,0.577785968980216,0.545161094768286,0.550984733920192,0.577785968980216,0.545161094768286,0.550984733920192,0.577785968980216,0.550984733920192,0.577785968980216,0.550984733920192,0.550984733920192,0.550984733920192,0.577785968980216,0.550984733920192,0.577785968980216,0.550984733920192,0.550984733920192,0.545161094768286,0.550984733920192
0.5,0.05,0.569335389039735,0.5788612478424,0.5788612478424,0.585481530078348,0.569335389039735,0.569335389039735,0.585481530078348,0.569335389039735,0.569335389039735,0.569335389039735,0.585481530078348,0.5788612478424,0.585481530078348,0.5788612478424,0.585481530078348,0.5788612478424,0.5788612478424,0.585481530078348,0.5788612478424,0.5788612478424,0.5788612478424,0.569335389039735,0.585481530078348,0.5788612478424,0.5788612478424,0.569335389039735,0.5788612478424,0.5788612478424,0.569335389039735,0.5788612478424,0.569335389039735,0.5788612478424,0.585481530078348,0.585481530078348,0.585481530078348,0.585481530078348,0.585481530078348,0.585481530078348,0.569335389039735,0.569335389039735,0.5788612478424,0.569335389039735,0.569335389039735,0.569335389039735,0.585481530078348,0.569335389039735,0.569335389039735,0.569335389039735,0.5788612478424,0.5788612478424,0.585481530078348,0.569335389039735,0.569335389039735,0.5788612478424,0.569335389039735,0.5788612478424,0.569335389039735,0.569335389039735,0.5788612478424,0.585481530078348,0.569335389039735,0.5788612478424,0.5788612478424,0.569335389039735,0.5788612478424,0.5788612478424,0.569335389039735,0.569335389039735,0.585481530078348,0.569335389039735,0.585481530078348,0.5788612478424,0.5788612478424,0.5788612478424,0.5788612478424,0.5788612478424,0.5788612478424,0.5788612478424,0.585481530078348,0.569335389039735,0.569335389039735,0.569335389039735,0.5788612478424,0.5788612478424,0.585481530078348,0.585481530078348,0.569335389039735,0.569335389039735,0.5788612478424,0.569335389039735,0.585481530078348,0.5788612478424,0.569335389039735,0.5788612478424,0.585481530078348,0.5788612478424,0.569335389039735,0.569335389039735,0.569335389039735,0.585481530078348
1.0,0.05,0.596035054743077,0.559657226604753,0.559657226604753,0.559657226604753,0.583129199116659,0.559657226604753,0.583129199116659,0.559657226604753,0.583129199116659,0.559657226604753,0.559657226604753,0.596035054743077,0.596035054743077,0.583129199116659,0.583129199116659,0.596035054743077,0.559657226604753,0.559657226604753,0.583129199116659,0.596035054743077,0.583129199116659,0.583129199116659,0.583129199116659,0.596035054743077,0.583129199116659,0.583129199116659,0.596035054743077,0.583129199116659,0.583129199116659,0.559657226604753,0.559657226604753,0.583129199116659,0.596035054743077,0.596035054743077,0.559657226604753,0.583129199116659,0.596035054743077,0.596035054743077,0.596035054743077,0.596035054743077,0.583129199116659,0.596035054743077,0.583129199116659,0.583129199116659,0.583129199116659,0.583129199116659,0.559657226604753,0.583129199116659,0.596035054743077,0.583129199116659,0.559657226604753,0.559657226604753,0.596035054743077,0.596035054743077,0.583129199116659,0.596035054743077,0.559657226604753,0.583129199116659,0.596035054743077,0.559657226604753,0.596035054743077,0.596035054743077,0.559657226604753,0.583129199116659,0.583129199116659,0.583129199116659,0.559657226604753,0.559657226604753,0.596035054743077,0.583129199116659,0.583129199116659,0.559657226604753,0.559657226604753,0.559657226604753,0.583129199116659,0.559657226604753,0.559657226604753,0.596035054743077,0.596035054743077,0.559657226604753,0.583129199116659,0.596035054743077,0.583129199116659,0.596035054743077,0.559657226604753,0.583129199116659,0.596035054743077,0.596035054743077,0.583129199116659,0.596035054743077,0.559657226604753,0.559657226604753,0.559657226604753,0.559657226604753,0.583129199116659,0.559657226604753,0.596035054743077,0.596035054743077,0.596035054743077,0.559657226604753
2.0,0.05,0.603278045571081,0.603278045571081,0.550182414975486,0.550182414975486,0.550182414975486,0.603278045571081,0.550182414975486,0.603278045571081,0.548193556020214,0.603278045571081,0.550182414975486,0.550182414975486,0.550182414975486,0.603278045571081,0.603278045571081,0.548193556020214,0.548193556020214,0.603278045571081,0.603278045571081,0.550182414975486,0.550182414975486,0.603278045571081,0.550182414975486,0.548193556020214,0.550182414975486,0.548193556020214,0.550182414975486,0.550182414975486,0.548193556020214,0.603278045571081,0.603278045571081,0.550182414975486,0.548193556020214,0.550182414975486,0.603278045571081,0.548193556020214,0.548193556020214,0.550182414975486,0.548193556020214,0.550182414975486,0.603278045571081,0.548193556020214,0.548193556020214,0.603278045571081,0.603278045571081,0.603278045571081,0.603278045571081,0.603278045571081,0.548193556020214,0.603278045571081,0.603278045571081,0.550182414975486,0.603278045571081,0.548193556020214,0.603278045571081,0.550182414975486,0.603278045571081,0.548193556020214,0.550182414975486,0.548193556020214,0.603278045571081,0.603278045571081,0.548193556020214,0.548193556020214,0.548193556020214,0.548193556020214,0.603278045571081,0.603278045571081,0.603278045571081,0.548193556020214,0.550182414975486,0.548193556020214,0.550182414975486,0.550182414975486,0.550182414975486,0.603278045571081,0.550182414975486,0.548193556020214,0.550182414975486,0.548193556020214,0.548193556020214,0.550182414975486,0.550182414975486,0.548193556020214,0.548193556020214,0.548193556020214,0.548193556020214,0.603278045571081,0.603278045571081,0.550182414975486,0.603278045571081,0.548193556020214,0.603278045571081,0.550182414975486,0.603278045571081,0.603278045571081,0.603278045571081,0.550182414975486,0.550182414975486,0.603278045571081
0.0,0.15,0.297402665098934,0.265601614548724,0.25117743802693,0.265601614548724,0.25117743802693,0.297402665098934,0.25117743802693,0.265601614548724,0.297402665098934,0.265601614548724,0.297402665098934,0.25117743802693,0.25117743802693,0.297402665098934,0.265601614548724,0.25117743802693,0.25117743802693,0.297402665098934,0.265601614548724,0.265601614548724,0.297402665098934,0.297402665098934,0.265601614548724,0.297402665098934,0.297402665098934,0.297402665098934,0.265601614548724,0.297402665098934,0.297402665098934,0.265601614548724,0.297402665098934,0.25117743802693,0.297402665098934,0.265601614548724,0.297402665098934,0.265601614548724,0.297402665098934,0.25117743802693,0.265601614548724,0.265601614548724,0.297402665098934,0.25117743802693,0.297402665098934,0.297402665098934,0.297402665098934,0.297402665098934,0.265601614548724,0.297402665098934,0.25117743802693,0.297402665098934,0.297402665098934,0.25117743802693,0.25117743802693,0.297402665098934,0.25117743802693,0.25117743802693,0.25117743802693,0.25117743802693,0.25117743802693,0.265601614548724,0.297402665098934,0.265601614548724,0.25117743802693,0.25117743802693,0.297402665098934,0.25117743802693,0.25117743802693,0.25117743802693,0.25117743802693,0.297402665098934,0.265601614548724,0.265601614548724,0.265601614548724,0.265601614548724,0.265601614548724,0.25117743802693,0.25117743802693,0.265601614548724,0.265601614548724,0.25117743802693,0.265601614548724,0.265601614548724,0.265601614548724,0.25117743802693,0.297402665098934,0.297402665098934,0.25117743802693,0.265601614548724,0.297402665098934,0.265601614548724,0.297402665098934,0.297402665098934,0.265601614548724,0.297402665098934,0.297402665098934,0.25117743802693,0.25117743802693,0.265601614548724,0.265601614548724,0.25117743802693
